gtin,product_id,price,price_per_unit,price_unit,description,review_count,availability,currency,sku,brand,weight,rating_score,condition,name,category
3600523409280,5687479,5.95,14.88,10g,"Intensity, comfort, precision.
Softly glides over the eyelid for a long-lasting and intense result. With its new innovative formula combining oil and wax, Color Riche Le Khol softly glides over the eyelid allowing you to achieve a long-lasting and intense colour result. You can use Color Riche Le Khol on the inside or outside of the eyelid to draw attention",0,InStock,£,910002926915,L'Oreal,4g,0,NewCondition,L'Oreal Superliner Le Khol 102 Pure Espresso,Toiletries & Beauty
3600524074661,7602067,6.5,3.25,100ml,null,251,InStock,£,1000383159167,L'Oreal Elvive,200ml,4.6693,NewCondition,L'Oreal Elvive Bond Repair Shampoo,Toiletries & Beauty
5011408030501,147882,7.5,15,100ml,"Anti wrinkle + firming action. First visible results from just 7 days. Pro-retinol + fibrelastyl. Hydrating + deep action. Dermatologically tested.
Want glowing skin with wrinkles reduced? Revitalift is formulated with pro retinol, to reduce the appearance of wrinkles and help skin achieve a healthy looking glow.Advanced Pro-RetinolPowerful dermatologist-inspired anti-wrinkle ingredient. Helps smooth skin's surface.FibrelastylFirming complex. Helps reinforce skin elasticity for extra-firm skin.First Visible Results in 7 DaysImmediately, skin is hydrated (+27%)* and toned (+19%)*In 7 days, skin is firmer (+10.7%)* and smoother (+18.9%)**In 4 weeks, wrinkles appear reduced: forehead (-26%)***, nasolabial fold (-13.7%)****, crow's feet (-13.8%)***.* Instrumental test ** Clinical scorage on 53 women *** Clinical scoring on 39 women **** Clinical scoring on 40 women.",245,InStock,£,20277,L'Oreal Paris,50ml,4.4,NewCondition,L'Oreal Paris Revitalift Anti-Wrinkle + Firming Day Cream,Toiletries & Beauty
3600522892335,6136874,16.5,33,100ml,"Anti-wrinkle, plumping and contour-defining. Concentrated hyaluronic acid. Luxurious soufflé texture. Non greasy. Dermatologically tested. Suitable for all skin types, even sensitive skin.
Revitalift Filler Renew Day cream is highly concentrated in pure Hyaluronic Acid. Clinically proven to reduce the appearance of wrinkles. It is also enriched with Fibroxyl plant extract, known for its firming properties. Replumps the skin with moisture. Skin bounces back. Day after day, skin looks plumper and fuller. Contours appear more defined, you look younger.Visible ResultsIn 4 hours, the skin looks firmer by 14% and more toned by 25%*.The skin is hydrated for 48 hours.In 4 weeks: forehead wrinkles appear reduced by -16% and crow' s feet by -11%**. The skin appears replumped. Facial contours look more defined.*Instrumental test, 40 women. Clinical Scoring ** 60 women.",54,InStock,£,1000056261896,L'Oreal Paris,50ml,4.5556,NewCondition,L'Oreal Paris Revitalift Filler Renew Anti-Ageing Day Replumping Care,Toiletries & Beauty
3600522239017,3944810,2.5,3.33,100ml,"Up to 24H strong hold for instant natural looking shine. Iconic micro diffuser hairspray. Gives natural hair movement and shine. Protects your style against the effects of humidity. Brush out for hair that feels clean and ready to restyle. No stiffness, stickiness or visible residue.
Elnett is L'Oréal Paris' most iconic brand used by the finest stylists. Styling women for generations, the gold can has always been at the heart of great style.Achieve instant shine with Elnett Shine Dull Hair Strong Hold Hairspray. The iconic micro diffuser hairspray sprays so fine and gives natural hair movement and shine with no stiffness, stickiness or visible residue.Protects your style against the effects of humidity and gives up to 24H strong hold. Disappears at the stroke of a brush leaving hair feeling clean and ready to restyle without needing to wash it.",3,InStock,£,910000801319,L'Oreal Elnett,75ml,5,NewCondition,L'Oreal Elnett Satin Hairspray Lumiere Supreme Hold,Toiletries & Beauty
3600524043773,7450253,7,7,each,"100% grey coverage. 10 minutes application that lasts up to 4 weeks. Seamlessly blends with your hair colour. New incorporated applicator brush: easy to use, mess free and precise. Suitable for all hair types and textures.
Looking for that perfect quick fix between salon appointments or at home colouring? New Magic Retouch Permanent hair colour for 100% grey root coverage in just 10 minutes that blends seamlessly with your hair colour. Our new permanent and long-lasting solution for grey roots comes with 2 different applicators for a precise and easy application to target grey hair. Just mix the colour from one easy-to-squeeze bottle to cover 100% of grey roots for up to 4 weeks in one use*. Mixing your hair colour is now mess free as you can screw on the bottle the comb or precision cap and apply colour directly where you need it. Suitable for all hair types and textures.*Instrumental Test",20,InStock,£,1000383118267,L'Oreal Magic Retouch,each,4.55,NewCondition,"L'Oreal Magic Retouch Permanent Root Concealer, Touching Up Grey Hair Dye, Light Brown",Toiletries & Beauty
3600520881799,3807640,11.95,14.94,10ml,"Precision multi-comb.
High-Precision Intensity for Longer Looking Lashes.In a flash of a stroke…up to 60% longer looking lashes and intensity lash by lashThe high-precision flexible multi-comb is made of supple elastomer bristles that help give a precise application. The flat surfaces of the multi-comb stretch the formula from the roots of your lashes right through to the tips.",358,InStock,£,910000521501,L'Oreal,8ml,4.3101,NewCondition,L'Oreal Telescopic Mascara Black,Toiletries & Beauty
3600524022129,7310688,13.95,4.65,10ml,null,0,InStock,£,1000362425323,L'Oreal Paris,30ml,0,NewCondition,L'Oreal Paris Infallible 32H Fresh Wear Foundation 60 Rose Ivory,Toiletries & Beauty
3600521286579,3260959,10,10,each,"Crème formula helps to blends away grey hair for a natural-looking colour. Leaves your hair full of visible shimmering tones. Includes nourishing conditioner with goji extract. No ammonia formula for a pleasant smell. Colour lasts up to 28 shampoos. For brown hair.
Achieve natural-looking colour with visible shimmering tones using Casting Crème Gloss. The no-ammonia crème formula blends away grey hair, and provides a luscious smell. Colour lasts up to 28 shampoos.After colouring, the conditioner is enriched with goji extract that reveals the beautiful radiant red tones of your hair. It leaves your hair soft and voluptuous with an exceptional shine.",186,InStock,£,910000283607,L'Oreal Casting,each,4.2473,NewCondition,L'Oreal Casting Creme Gloss 454 Chocolate Brownie Brown Semi Permanent Hair Dye,Toiletries & Beauty
3600523388240,5843160,10,10,each,"The world's number 1 root concealer brand*, perfectly covers grey hair. Match and blend Magic Retouch root concealer spray instantly. Suitable for people who use permanent hair dye or semi permanent hair dye and can be matched with your hair colour, even salon colour, for a natural looking finish.Why Magic?This hair spray is simple and quick to use, especially when in a rush or on the go. Having a last minute emergency? Our 75ml Magic Retouch root concealer is easy to carry around in your handbag and is also cabin approved so perfect for when you travel. This low commitment spray is ideal for those in need of a quick fix between home colourings and salon appointments or sudden appearance of grey hair.Formula: Temporary, lightweight formula created for all hair types that perfectly conceals your grey hair and blends to match with your hair colour. Product lasts until washed out with shampoo and only a small amount is required. can be used for up to 25 uses.How to Use?Transform your grey hair instantly in 3 seconds. Hold the can 10-15cm from hair and spray roots in a light stream. Allow 1 minute to dry before achieving your perfect look. Magic Retouch covers grey hair quickly and efficiently.Why Not Try?Perfectly conceal grey roots by matching your hair colour to one of 9 shades, ranging from Blonde, Brown to Black. Don't forget Magic Retouch Precision Brush, our instant grey concealer for temples and scattered greys. For optimal results use both Magic Retouch and Magic Retouch Precision Brush to cover grey hair. Use alongside our box colour range: Casting Creme Gloss, Excellence and Preference. This product is intended for use on grey hairs. If you are suffering from hair loss or alopecia please speak to your GP as it is a medical condition.Hair emergency? This low commitment hair spray is ideal for those in need of a quick fix between home colourings and salon appointmentsThe world's number 1 root concealer brand*, perfectly covers grey hair. Suitable for people who use permanent or semi-permanent hair dye and can be matched with your hair colour, even salon colour, for a natural looking finish. Having a last minute emergency? Our 75ml Magic Retouch root concealer is easy to carry around in your handbag and is also cabin approved so perfect for when you travel. This low commitment spray is ideal for those in need of a quick fix between home colourings and salon appointments or sudden appearance of grey hair. The pinpoint micro-diffuser targets greys and the temporary, lightweight formula matches seamlessly with your hair colour. Product lasts until washed out with shampoo and only a small amount is required. Perfectly conceal grey roots by matching your hair colour to one of 9 shades, ranging from Blonde, Brown to Black. Don't forget Magic Retouch Precision Brush, our instant grey concealer for temples and scattered greys. For optimal results use both Magic Retouch and Magic Retouch Precision Brush to cover grey hair. Use alongside our box colour range: Casting Creme Gloss, Excellence and Preference.*Source: ©2018 Nielsen Data, value and unit sales, Hair Colour - 52 w/e December 2018. 40 Countries* covered accounting for 85% world GNI https://www.loreal-paris.co.uk/magic1",922,InStock,£,1000000983369,L'Oreal Magic Retouch,each,4.1855,NewCondition,L'Oreal Magic Retouch Golden Brown Root Touch Up ,Toiletries & Beauty
3600523952397,7310750,13.95,2.45,10g,"Resists water, sweat and heat. Available in 6 Shades. Longwear, long-lasting formula, providing 24-hour no colour transfer. An easily, blendable texture. Reduces the appearance of pores and controls oil and shine. Suitable for all skin types thanks to the non-comedogenic formula.
- L'Oreal Paris Infallible 24H Freshwear foundation in a powder, covers like a foundation and mattifies like a powder.Want lasting coverage with a matte finish? Create a flawless finish with NEW Infallible 24H freshwear foundation in a powder by L'Oreal Paris. A one-step foundation in a powder that gives you the lasting coverage of a liquid foundation yet mattifies like a powder, for flawless skin that looks fresh hour after hour. Water, sweat and heat resistant. A longwear powder that stays put all day, with up to 24H wear. Discover the rest of the Infallible range (including our much loved 24h Freshwear foundation and our More Than Concealer), for the ultimate longwear makeup regime.",14,InStock,£,1000362425311,L'Oreal Paris,57g,3.7143,NewCondition,L'Oreal Paris Infallible 24H Fresh Wear Foundation in a Powder Shade 375 Deep Amber,Toiletries & Beauty
5011408054644,2813920,12,12,each,"Preference by L'Oréal Paris is an expert of fade-defying hair colour. Directions hair dye: refer to leaflet in the pack. Always check the colour result on pack depending on current hair colour. Follow the instruction leaflet and read the safety information. Be colour safe, always patch test 48 hours before use.
The permanent hair dye provides a rich and long lasting hair colour with optimal grey hair coverage.Leaves your hair full of luminous reflects whilst intensifying the natural tones of your hair colour.The translucent Gel powered formula means the product is suitable for all hair types and gives maximum colour performance leaving hair feeling soft and smooth.There are over 30 shades of hair colour available including: red hair dye, brown hair dye, black hair dye, purple hair dye and blonde hair dye.With every shade giving you an intense long-lasting and shiny colour, full of beautiful reflects.- Luminous Colour Full of Reflects - The formula intensifies the natural tones of your hair colour with luminous reflects- Up to 100% Grey Coverage - If you hesitate between two shades, choose the lightest between the two. If you have a lot of grey hair, this shade will cover perfectly.- Permanent Hair Colour - Intense natural colour with permanent results. Always follow the instruction leaflet and read the safety information.- New Precious Oil & Fragrance - Enriched with precious oils and floral fragrance with amber notes for an improved sensorial experience at application.- Shine Protect Conditioner - The shine protect conditioner is enriched with UV filter & vitamin E derivative to help preserve the radiance of your coloured hair.Shade 4.15 CaracasShade 4.15 was inspired by the exciting Venezuelan city of Caracas. This deep brown and its reflects are as exotic as this Southern American metropolis and are perfect to warm up any skin tone.Luminous Colour Full of ReflectsThe translucent gel formula associated with the new precious oil drop intensifies natural tones of your hair colour. Up to 100% grey coverage.Discover the unique shades of Préférence with light-reflecting dyes, for a luminous colour full of reflects.New Sensorial FragranceA new floral fragrance with amber notes for an improved sensorial experience at application.Shine Protect ConditionerEnriched with a UV filter and Vitamin E derivative. Use week after week to preserve the shine of your coloured hair.",59,InStock,£,1000000471820,L'Oreal Preference,each,4.2712,NewCondition,L'Oreal Preference Infinia 4.15 Caracas Iced Chocolate Permanent Hair Dye,Toiletries & Beauty
3600524043575,7450237,7,7,each,"100% grey coverage. 10 minutes application that lasts up to 4 weeks. Seamlessly blends with your hair colour. New incorporated applicator brush: easy to use, mess free and precise. Suitable for all hair types and textures.
Looking for that perfect quick fix between salon appointments or at home colouring? New Magic Retouch Permanent hair colour for 100% grey root coverage in just 10 minutes that blends seamlessly with your hair colour. Our new permanent and long-lasting solution for grey roots comes with 2 different applicators for a precise and easy application to target grey hair. Just mix the colour from one easy-to-squeeze bottle to cover 100% of grey roots for up to 4 weeks in one use*. Mixing your hair colour is now mess free as you can screw on the bottle the comb or precision cap and apply colour directly where you need it. Suitable for all hair types and textures.*Instrumental Test",21,InStock,£,1000383118127,L'Oreal Magic Retouch,each,4.8095,NewCondition,"L'Oreal Magic Retouch Permanent Root Concealer, Touching Up Grey Hair Dye, Dark Brown 4",Toiletries & Beauty
3600523609833,6003145,2.5,0.833,100ml,"INTENSE NOURISHMENT WITH NO WEIGH DOWN: Normal to dry fine hair? Try Elvive Extraordinary Oil Coconut Shampoo and transform your hair into extraordinary locks. Leaves hair irresistibly shiny with no weigh down. Start your nourishing coconut hair routine with Elvive Extraordinary Oil Coconut Shampoo followed by Elvive Extraordinary Oil Coconut Hair Conditioner, Coconut Hair Mask and Coconut Hair Oil.CARING FORMULA: Enriched with fine coconut oil and an irresistible coconut fragrance, it works in affinity with the hair fibre from root to tip for hair that feels nourished, soft and shiny with a weightless feel.SUITABLE FOR NORMAL TO DRY HAIR: Ideal for normal to dry hair or fine types that are in need of deep nourishment with no weigh down.HOW TO USE: Apply on wet hair, massage your scalp and rinse. Complete your dry hair routine with our Elvive Extraordinary Oil Weightless Nourishing Conditioner and Coconut Hair Oil. In case of contact with eyes, rinse them immediately and thoroughly.Normal to dry or fine hair? It needs nourishment with no weigh down. Elvive Extraordinary Oil Coconut Shampoo, enriched with fine coconut oil and an irresistible coconut fragrance, works in affinity with the hair fibre from root to tip. Transform your hair into extraordinary: - Free-flowing hair with irresistible shine - No weigh down How to use? Apply on wet hair, massage your scalp and rinse. Complete your dry hair routine with our Elvive Extraordinary Oil Weightless Nourishing Conditioner and Coconut Hair Oil. In case of contact with eyes, rinse them immediately and thoroughly.",137,InStock,£,1000010978156,L'Oreal Elvive,300ml,4.708,NewCondition,L'Oreal Elvive Extraordinary Oil Coconut Shampoo for Weightless Nourishing Normal to Dry Hair,Toiletries & Beauty
30147966,7310730,9.95,3.98,10g,"Up to 16 hour wear. Transfer-resistant finish. Infused with hyaluronic acid. Lips feel moisturised all day. Slim design for precise application.
Color riche goes slimer, more longwear, more hydrating and more matte with Color Riche Intense Volume Matte. A matte with up to 16 hour wear infused with a caring formula, infused with hyaluronic acid, to keep lips feeling moisturised all day. The matte of your dreams: powdery, lightweight and creamy. This lipstick volumizes lips for plumper looking lips all day with a transfer-resistant finish. Never flat. Never dry. The new slim packaging allows for easier, more precise application, to accentuate your lip shape. A new lipstick designed for women who believe in their choices. Available in 12 intense, powdery matte shades of conviction that beautify every lip tone.",0,InStock,£,1000362425154,L'Oreal Paris,25g,0,NewCondition,L'Oreal Paris Color Riche Intense Volume Matte 16hr Volumizing Matte Lipstick 187 Fuchsia Libre,Toiletries & Beauty
3600522680161,4844732,5.25,1.05,100ml,"Revolution: Filloxane. A patented technology proven to: penetrate deep within the fibre. Expand & thicken hair. The formula remains in the fibre for a long lasting effect.
What if science could give you thicker hair than nature did?A breakthrough in the science of hair, L'Oréal Laboratories have created our 1st haircare range proven to give thicker hair wash after wash*.Specially developed with Filloxane, the shampoo formula together with the conditioner, thickens the hair fibres and provides deep cleansing.*Instrumental tests on sensitised hair with shampoo and conditioner",115,InStock,£,910001529442,L'Oreal Elvive,500ml,4.2348,NewCondition,L'Oreal Elvive Fibrology Fine Hair Thickening Shampoo,Toiletries & Beauty
3600522239178,5348128,6,1.5,100ml,"Up to 24H strong hold for instant natural looking shine. Iconic micro diffuser hairspray. Gives natural hair movement and shine. Protects your style against the effects of humidity. Brush out for hair that feels clean and ready to restyle. No stiffness, stickiness or visible residue.
Elnett is L'Oréal Paris' most iconic brand used by the finest stylists. Styling women for generations, the gold can has always been at the heart of great style.Achieve instant shine with Elnett Shine Dull Hair Strong Hold Hairspray. The iconic micro diffuser hairspray sprays so fine and gives natural hair movement and shine with no stiffness, stickiness or visible residue.Protects your style against the effects of humidity and gives up to 24H strong hold. Disappears at the stroke of a brush leaving hair feeling clean and ready to restyle without needing to wash it.",106,InStock,£,910002276112,L'Oreal Elnett,400ml,4.6321,NewCondition,L'Oreal Elnett Infinite Shine Supreme Hold Hairspray,Toiletries & Beauty
3600524053819,7676057,11,11,each,"3X glossier shimmering colour. Optimal 1st grey coverage. Easy to use and perfect for first time colourer. Ammonia Free & lasts up to 28 washes. Includes butter mask with honey to care for your hair whilst you colour.
90% natural origin hair dye kit*Say hello to Casting Natural Gloss! A new addition from the UK'S NO.1 Ammonia free brand*. Our new conditioning colour gloss comes in a No Ammonia formula that can last up to 28 washes and results in 3x glossier,shinier, silkier hair**. Casting Natural Gloss is a low commitment semi-permanent hair dye. Give your hair lush, seamless, glossy colour that covers those annoying greys. Casting Natural Gloss has a 90% Natural Ingredient Kit and includes a butter mask with honey to care for your hair whilst you colour. 94% of consumers saw no visible damage*** - provides natural looking results. It conditions and smooths each strand, for hair so healthy it shines and perfect for first time colourers.*2022 NielsenlQ data,value and unit sales, Colourants Client defined, 52 w/e 09/01/22 United Kingdom Total Coverage** VS uncoloured hair, instrumental test vs before colouration on bleached hair, average natural origin of colouring cream, developer and conditioning formulas***291.6 consumer agrees out of 307",21,OutOfStock,£,1000383170455,L'Oreal,each,4.3333,NewCondition,L'Oreal Paris Casting Natural Gloss Semi Permanent Hair Dye No Amonia Brown Espresso 2.23,Toiletries & Beauty
3600523682836,6312466,3,2,100ml,"for highlighted brunette, blonde & grey hair. Nourishes hair & neutralises brassy tones. Hair is left looking bright and beautiful. Rich & luxurious texture conditions colour treated hair, helping to leave it looking smoother and softer. Use once a week to complement your regular Elvive Colour Protect routine.
Introducing Purple Conditioner from Elvive Colour Protect, Britain's number 1 for coloured hair.*Highlighted brunette, blonde, and grey hair can become yellow and brassy over time.How does it work? Purple colour is the opposite to yellow on the colour wheel. The purple within the Purple shampoo formula helps neutralise those undesirable yellow tones.Our new specialist colour correcting Purple formula nourishes hair & neutralises unwanted yellow, orange, and brassy tones in just one use, to help leave hair looking bright and beautiful.Suitable for blonde, highlighted, and silver hair.*©2018 Nielsen data, value & units, Haircare (client defined) 52 w/e 06/10/18 GB Total Coverage",88,InStock,£,1000106846667,L'Oreal Elvive,150ml,4.5682,NewCondition,L'Oreal Elvive Colour Protect Anti-Brassiness Purple Conditioner,Toiletries & Beauty
3600524030520,7358251,6,6,100ml,"Gently cleanses and washes away impurities caused by external aggressors. Effectively removes pollution, skin looks purified. Preserves natural protective skin barrier function. Tested Under Dermatological Control and on Sensitive Skin.
Discover the Magnesium Defence Face Wash, for men's sensitive skin. Enriched with Magnesium Mineral and Hyaluronic Acid. It gently cleanses and washes away impurities caused by external aggressors. Effectively removes pollution, skin looks purified. Preserves natural protective skin barrier function.L'Oreal Men Expert Magnesium Defence Hypoallergenic Face Wash. Magnesium Mineral / Hyaluronic Acid / 0% Alcohol.",48,InStock,£,1000375030241,L'Oreal Men Expert,100ml,4.6458,NewCondition,L'Oreal Men Expert Sensitive Skin Face Wash,Toiletries & Beauty
3600522233077,3940807,4.5,9,100ml,"Suitable for normal, dry or sensitive skin. Comes with hydra-protect complex. Helps to reinforce your skin's defense against daily aggressions. Tested under dermatological control.
The No.1 Men's face care brand worldwide*. *©Nielsen Data, Male Face Care, value + unit sales, 52 w/e January 2019. Verify @ loreal-paris.co.uk/menexpertno1Hydra Energetic Daily Moisturiser Pot delivers 24HR hydration and helps protect from dryness. Suitable for normal, dry or sensitive skin.Result: Skin feels suppler, nourished with moisture and comfortable all day long.",46,InStock,£,910000797828,L'Oreal Men Expert,50ml,4.6087,NewCondition,L'Oreal Men Expert Hydra Energetic Intensive 24HR Hydration Daily Moisturiser,Toiletries & Beauty
3600523183500,5360925,5,10,100ml,"Anti wrinkle day cream specifically designed for 55-65 skin. Enriched with calcium, reduces the appearance of wrinkles. Skin feels more elastic. Moisturiser to rehydrate and restore. Dermatologically tested.
After the age of 55, the skin can lack vital nourishment, wrinkles become more apparent and skin feels dry. L'Oréal Paris wrinkle expert anti-wrinkle Restoring Cream 55+, addresses these specific mature skin needs.Triple Action:1. Replumps the appearance of wrinkles.Replumps skin with moisture. Wrinkles appear reduced. Skin looks firmer.2. Skin feels more elasticSkin feels firmer with improved elasticity.3. Rehydrates and RestoresSkin is intensely infused with hydration. It feels nourished, more comfortable and restored with moisture.Facial contours appear tightened for 77%* of women.Skin feels more dense for 75%* of women.Proven Results:Crow's feet wrinkles appear reduced.*self assessment by 57 women.",63,InStock,£,910002295190,L'Oreal Paris,50ml,4.2381,NewCondition,L'Oreal Paris Wrinkle Expert 55+ Calcium Restoring Day Cream Pot,Toiletries & Beauty
3600523500284,5907521,8.95,5.59,10g,"Instant coverage and smoothing. Corrects skin tone and undertone. Precision applicator. Enriched with Caffeine to reduce the appearance of dark circles overtime.
Discover #TheOne that can do it all. New True Match The One Concealer to correct skin tone, conceal imperfections and hide signs of fatigue. Enriched with caffeine to instantly brighten the eye area and fight dark circles over time. Lightweight medium to high buildable coverage for a custom finish.",21,InStock,£,1000000982307,L'Oreal,16g,4.619,NewCondition,L'Oreal Paris True Match The One Concealer 1C Ivory Rose,Toiletries & Beauty
3600523201303,6136876,16.5,33,100ml,"Anti-wrinkle, plumping and contour-defining night cream. Hyaluronic acid. Bouncy balm texture. Dermatologically tested. Suitable for all skin types, even sensitive skin.
Night Cream concentrated in Hyaluronic Acid.Replumps Wrinkles : Highly concentrated Hyaluronic Acid replumps skin with moisture, reducing the appearance of wrinkles.Defines Contours : Enriched with Fibroxyl plant extract known for its firming properties. Skin bounces back. Contours appear more defined.Restores Skin : Night after night, the formula helps to restore skin. Skin looks plumper, and fuller, you look younger.Visible ResultsFrom the first morning, skin feels hydrated and fresher.In 4 weeks: forehead wrinkles appear reduced by -16% and crow's feet by -11%*. The skin appears replumped. Facial contours look more defined.Clinical Scoring ** 60 women.",123,InStock,£,1000056261953,L'Oreal Paris,50ml,4.7886,NewCondition,L'Oreal Paris Revitalift Filler Renew Anti-Ageing Night Cream,Toiletries & Beauty
5011408002270,903681,3.5,1.75,100ml,"Up to 24H normal hold. Iconic micro diffuser hairspray. Gives natural hair movement and shine. Protects your style against the effects of humidity. Brush out for hair that feels clean and ready to restyle. No stiffness, stickiness or visible residue.
Elnett is L'Oréal Paris' most iconic brand used by the finest stylists. Styling women for generations, the gold can has always been at the heart of great style.Achieve your desired hairstyle with Elnett Normal Hold Hairspray. The iconic micro diffuser hairspray sprays so fine and gives natural hair movement and shine with no stiffness, stickiness or visible residue.Protects your style against the effects of humidity and gives up to 24H normal hold.Disappears at the stroke of a brush leaving hair feeling clean and ready to restyle without needing to wash it.",1436,InStock,£,32875,L'Oreal Elnett,200ml,4.3844,NewCondition,L'Oreal Elnett Normal Strength Hairspray,Toiletries & Beauty
5011408000245,204896,12,12,each,"Up to 8 weeks of fade-defying colour. Lustrous day-1 colour and shine. Ultra-intense.
L'Oreal Paris Preference, the expert of permanent, fade-defying luminous hair colour. Our translucent gel technology together with our precious shine oil give the ultimate luminous colour full of reflects. Use the shine protect conditioner enriched with a UV filter and Vitamin E derivative to preserve the shine of your coloured hair for up to 8 weeks. Our Shine Oil is enriched with precious flower oils to intensify the natural tones of your hair colour. Infused with a sensorial fragrance for an improved experience at application. Be colour safe and always do your 48-hour patch test. Born in the 1970's, Preference has over 50 years of creating at home hair colour proven to give you a fade defying- multi-tonal colour result. The iconic ‘You're Worth It' tagline was created for Preference 50 years ago and still to this day remains at the heart of the brand. Be colour safe and always do your 48 hour patch test.",217,InStock,£,394987,L'Oreal Preference,each,4.0737,NewCondition,L'Oreal Preference Infinia 7.3 Florida Honey Blonde Permanent Hair Dye,Toiletries & Beauty
3600523784400,7060110,11.95,3.98,10ml,"Long lasting, natural finish, available in 20 shades. Long-lasting full coverage matte foundation. Surprisingly natural second skin finish. 24H shine control. Waterproof, sweatproof, heatproofand transferproof. Non-comedogenic. SPF18. Naturally blends onto your skin for a barely-there feel and full coverage finish.
Formulated with an ultra-blurring serum and highly mattifying powders to deliver an ultra-resistant matte coverageMax the Day with New Infallible 24h Matte Cover foundation by L'Oreal Paris. A long-lasting foundation with 24h matte coverage and a natural, second-skin finish. Formulated with an ultra-blurring serum and highly mattifying powders to deliver an ultra-resistant matte coverage, with up to 24hr shine resistance. With a high-pigment concentration in an smooth fluid formula, the foundation naturally blends onto your skin for a barely-there feel and full coverage finish. Say no to compromise and get ready for a foundation that won't let you down, whatever the situation. Sweat-proof, heat-proof, transfer-proof and waterproof- finally, a foundation that lasts as long as you. Contains SPF 18.",79,InStock,£,1000302263337,L'Oreal Paris,30ml,4.5063,NewCondition,L'Oreal Paris Infallible 24H Matte Liquid Foundation 110 Rose Vanilla SPF 18,Toiletries & Beauty
3600522231035,3944295,5.25,1.05,100ml,"Repairing shampoo for damaged hair. Advanced formula that reinforces weak, limp and damaged hair. Even more concentrated with Pro-Keratin and enriched with Ceramide, a replica of hair's natural cement. Formula restores smoothness to the hair fibre, leaving it soft to the touch with a healthy looking shine.
The Science of weak, limp, damaged hairDaily wear and tear can break up the hair's surface and weaken the fibre. Hair becomes weak, looking limp and lifeless, dull and straw-like.The secret to hair Mojo 5 problems, 1 solutionNew formula with reinforced actives1 ReinforcingNow even more concentrated with Pro-Keratin, the conditioning formula reinforces each hair fibre to give it strength to resist daily wear and tear.2 Re-surfacingEnriched with Ceramide, a replica of hair's natural cement, the formula restores smoothness to the hair fibre, leaving it soft to the touch with a healthy looking shine.Proven Results1 Strength*2 Density3 Vitality4 Shine5 Silkiness*Lab test shampoo + conditioner vs. classic shampoo.",72,InStock,£,910000800433,L'Oreal Elvive,500ml,4.7222,NewCondition,L'Oreal Elvive Full Restore 5 Damaged Hair Shampoo,Toiletries & Beauty
3600523242641,5707493,10,20,100ml,"Re-cushions and protects the skin. Skin feels more comfortable and looks radiant. Repairs the skin's barrier function. Nourishes the skin overnight.
The L'Oréal laboratories have combined an exclusive complex of Peony Extract, Shea Butter & a new cooling formula in Golden Age Rosy Night Cream. With age, features begin to sag and the face loses its firmness. Beyond this skin slackening, the skin gets thinner and micro-circulation slows down. It loses its natural colour and can look washed out.Cooling Formula:-1.3°C on application, Golden Age Rosy Night Cream is a luxurious night cream that instantly cools the skin. Specially designed for mature and post-menopausal skin.Peony Extract:Enriched with Imperial Peony extract and Iris flower, the formula helps rehydrate the skin to help restore its natural colour with a healthy rosy glow. It also contains natural pink pigments to instantly beautify the complexion.Visible Result:- Instantly skin is intensely hydrated and more comfortable without feeling tight. Revived, skin tone looks more rosy and beautiful.- Day after day, skin feels denser and firmer. Facial contours look more defined, skin tone looks fresh and healthy and the natural colour of youthful looking skin is revived.",371,InStock,£,910002965721,L'Oreal Paris,50ml,4.4151,NewCondition,"L'Oreal Paris Age Perfect, Golden Age Night Cream",Toiletries & Beauty
3600521342015,2515585,9.95,3.55,10g,"Pure colour pigments for rich colour payoff.
Dress your lips in the must-have, iconic Color Riche Lipstick from L'Oréal Paris. Rich, pure colour pigments with a luxurious satin finish. The ultra-creamy formula, enriched with nourishing Omega 3 and Vitamin E, leaves lips feeling soft, smooth and hydrated. Discover the lipstick collection that includes the hottest shades for every occasion, from everyday nudes, statement plums to perfect pinks. Which shade will you choose?",145,InStock,£,1000000438510,L'Oreal,each,4.2621,NewCondition,L'Oreal Color Riche Natural Brunettes Lipstick 258 Berry Blush,Toiletries & Beauty
3600524074807,7602069,6.5,4.33,100ml,null,244,InStock,£,1000383159333,L'Oreal Elvive,150ml,4.6967,NewCondition,L'Oreal Elvive Bond Repair Conditioner,Toiletries & Beauty
30150508,7310734,9.95,3.98,10g,"Up to 16 hour wear. Transfer-resistant finish. Infused with hyaluronic acid. Lips feel moisturised all day. Slim design for precise application.
Color riche goes slimer, more longwear, more hydrating and more matte with Color Riche Intense Volume Matte. A matte with up to 16 hour wear infused with a caring formula, infused with hyaluronic acid, to keep lips feeling moisturised all day. The matte of your dreams: powdery, lightweight and creamy. This lipstick volumizes lips for plumper looking lips all day with a transfer-resistant finish. Never flat. Never dry. The new slim packaging allows for easier, more precise application, to accentuate your lip shape. A new lipstick designed for women who believe in their choices. Available in 12 intense, powdery matte shades of conviction that beautify every lip tone.",0,InStock,£,1000362425119,L'Oreal Paris,25g,0,NewCondition,L'Oreal Paris Color Riche Intense Volume Matte 16hr Volumizing Matte Lipstick 603 Wood Nonchalant,Toiletries & Beauty
